_row_id,freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
267,FL250267,Dakota Wells,MALE,50.0,South Korea,Korean,Web Development,19.0,$40,4.9,,82%
268,FL250268,Julie White,F,22.0,Argentina,Spanish,AI,2.0,30,2.1,,
269,FL250269,Barbara Keith,Female,39.0,Japan,Japanese,Web Development,21.0,100,0.0,no,91%
270,FL250270,Heather Camacho,Female,25.0,Japan,Japanese,Machine Learning,3.0,$50,2.8,yes,86
271,FL250271,Melanie Harris,FEMALE,47.0,South Africa,Afrikaans,Mobile Apps,14.0,,,False,69%
272,FL250272,Jacqueline Peterson,f,35.0,South Africa,Afrikaans,UI/UX Design,10.0,USD 100,4.7,True,84%
273,FL250273,Nancy Long,f,,United Kingdom,English,Cybersecurity,5.0,100,1.3,0,60%
274,FL250274,Mr. Juan Mitchell,male,35.0,Netherlands,Dutch,Blockchain Development,6.0,USD 75,1.6,1,97%
275,FL250275,William Gaines,Male,59.0,France,French,Web Development,21.0,100,0.0,,70%
276,FL250276,Haley Yates,FEMALE,26.0,China,Mandarin,UI/UX Design,4.0,USD 100,3.6,no,81%
277,FL250277,Richard Mcguire,MALE,44.0,Russia,Russian,Machine Learning,18.0,20,4.7,1,88%
278,FL250278,Stephanie Fisher,Female,31.0,South Africa,Afrikaans,UI/UX Design,12.0,$40,,1,100%
279,FL250279,Anthony Goodwin DDS,male,60.0,Turkey,Turkish,Data Analysis,6.0,,3.2,0,95
280,FL250280,Meagan Walters,female,23.0,United Kingdom,English,Blockchain Development,4.0,USD 20,,0,71%
281,FL250281,David Powell,M,42.0,Indonesia,Indonesian,UI/UX Design,13.0,$20,4.7,N,85%
282,FL250282,Kelly Jones,f,48.0,India,Hindi,Mobile Apps,6.0,30,,N,96%
283,FL250283,Dr. Michael Aguilar,m,42.0,Netherlands,Dutch,Graphic Design,10.0,USD 20,2.4,Y,92%
284,FL250284,Alex Novak,M,52.0,South Korea,Korean,Cybersecurity,20.0,50,,False,79%
285,FL250285,Ann Contreras,female,55.0,Japan,Japanese,Web Development,20.0,75,2.9,False,
286,FL250286,Mary Reed,f,58.0,South Africa,Afrikaans,Cybersecurity,11.0,50,0.0,0,
287,FL250287,Lauren Ross,FEMALE,46.0,South Korea,Korean,Machine Learning,12.0,20,0.0,False,89%
288,FL250288,Candice Wise,FEMALE,45.0,Spain,Spanish,Machine Learning,1.0,100,1.5,1,100%
289,FL250289,Joyce Humphrey,FEMALE,56.0,India,Hindi,Machine Learning,2.0,30,1.9,1,81%
290,FL250290,James Carr,male,44.0,United Kingdom,English,Blockchain Development,13.0,100,3.1,Y,95
291,FL250291,Joseph Mendoza,Male,46.0,Indonesia,Indonesian,UI/UX Design,0.0,,1.8,N,88%
292,FL250292,Cathy Baldwin,Female,27.0,Japan,Japanese,Web Development,7.0,30,2.4,yes,66%
293,FL250293,Christine Hart,FEMALE,49.0,India,Hindi,Blockchain Development,13.0,100,4.2,1,84%
294,FL250294,Mike Stanley,Male,53.0,Mexico,Spanish,Web Development,21.0,$50,1.4,N,
295,FL250295,Jeffrey Edwards,Male,56.0,Australia,English,Web Development,19.0,40,1.2,Y,82%
296,FL250296,Amy Lee,FEMALE,56.0,United Kingdom,English,DevOps,34.0,,2.1,yes,84%
297,FL250297,Mark Thompson,MALE,38.0,South Africa,Afrikaans,Data Analysis,3.0,100,1.4,False,73%
298,FL250298,Alex Wilson,M,20.0,South Korea,Korean,Mobile Apps,0.0,30,3.8,,93%
299,FL250299,Nancy Mendez,female,38.0,Canada,English,Machine Learning,20.0,50,0.0,,64%
300,FL250300,Beth Crane,f,,Netherlands,Dutch,Mobile Apps,6.0,40,3.5,0,76%
301,FL250301,Miguel Rogers,MALE,46.0,India,Hindi,Machine Learning,13.0,$100,0.0,Y,97%
302,FL250302,Thomas Robles,Male,36.0,South Africa,Afrikaans,Data Analysis,9.0,75,2.2,0,95%
303,FL250303,Joel Brown III,Male,33.0,Russia,Russian,Web Development,2.0,75,2.5,False,65%
304,FL250304,Olivia Schultz,F,37.0,Canada,English,Graphic Design,0.0,USD 50,4.7,0,77%
305,FL250305,Clayton Pena,Male,20.0,Egypt,Arabic,Data Analysis,0.0,20,3.9,False,
306,FL250306,Ashley Salazar,FEMALE,48.0,China,Mandarin,Data Analysis,2.0,75,1.6,N,67%
307,FL250307,Robert Lucas,male,27.0,France,French,Cybersecurity,2.0,$50,,0,84%
308,FL250308,David Cox,M,34.0,South Korea,Korean,Mobile Apps,1.0,30,3.6,1,87%
309,FL250309,Christian Campbell,Male,55.0,Brazil,Portuguese,Machine Learning,14.0,USD 30,1.2,yes,91%
310,FL250310,Mrs. Angela Ward,F,44.0,South Africa,Afrikaans,Machine Learning,14.0,USD 75,3.0,0,78%
311,FL250311,Lucas Chen,male,31.0,Netherlands,Dutch,UI/UX Design,2.0,50,3.9,0,
312,FL250312,Ruben Nelson,m,34.0,Australia,English,DevOps,1.0,40,1.7,,74
313,FL250313,Brenda Briggs,F,47.0,Brazil,Portuguese,DevOps,13.0,20,4.5,,91%
314,FL250314,Ronald Smith,m,50.0,United States,English,Graphic Design,23.0,$40,3.6,True,71%
315,FL250315,Dakota Giles,M,39.0,Germany,German,Cybersecurity,,USD 75,3.6,Y,87%
316,FL250316,Angela Castillo,FEMALE,26.0,Argentina,Spanish,Blockchain Development,3.0,USD 100,2.8,1,61%
317,FL250317,Allen Lee,M,,Netherlands,Dutch,DevOps,0.0,$100,5.0,N,
318,FL250318,Michael Rogers,male,32.0,Germany,German,Graphic Design,0.0,100,1.4,1,81%
319,FL250319,Danielle Costa,Female,55.0,Russia,Russian,Data Analysis,17.0,30,,,
320,FL250320,William Nunez,M,32.0,Argentina,Spanish,Machine Learning,9.0,USD 40,4.6,1,84%
321,FL250321,Christopher Riggs,m,30.0,South Korea,Korean,Blockchain Development,4.0,$20,3.3,no,
322,FL250322,Kathryn Myers,female,37.0,Canada,English,Cybersecurity,0.0,$40,3.7,1,
323,FL250323,Robert Walls,M,52.0,Brazil,Portuguese,Graphic Design,33.0,,0.0,1,60%
324,FL250324,Justin Johnson,Male,48.0,India,Hindi,Cybersecurity,18.0,50,0.0,Y,64%
325,FL250325,Paula Stevens,FEMALE,28.0,Japan,Japanese,Mobile Apps,9.0,40,,1,64%
326,FL250326,Jennifer Allen,FEMALE,58.0,Spain,Spanish,Data Analysis,40.0,75,3.4,1,100%
327,FL250327,Mark Hudson,male,30.0,Argentina,Spanish,Web Development,1.0,40,1.6,True,100
328,FL250328,Jessica Smith,Female,47.0,China,Mandarin,Mobile Apps,5.0,20,1.9,0,
329,FL250329,Mike Dean,male,44.0,Argentina,Spanish,AI,4.0,$50,0.0,True,83%
330,FL250330,Jose Wilson,M,56.0,Italy,Italian,Machine Learning,13.0,USD 40,,1,87%
331,FL250331,Tammy Hill,Female,53.0,United States,English,Mobile Apps,33.0,$100,,no,75%
332,FL250332,Nathaniel Flores,MALE,59.0,United Kingdom,English,Mobile Apps,22.0,40,1.1,yes,61%
333,FL250333,Edwin Carter,M,60.0,United States,English,DevOps,34.0,,2.5,False,93%
334,FL250334,Patricia Miller,FEMALE,33.0,Germany,German,Mobile Apps,8.0,USD 30,3.6,1,
335,FL250335,Rebecca Schneider,Female,21.0,Argentina,Spanish,Web Development,1.0,USD 20,,False,99%
336,FL250336,John Greene,male,54.0,United Kingdom,English,UI/UX Design,20.0,50,4.4,0,73
337,FL250337,Brittany Mcdowell,Female,33.0,United States,English,Graphic Design,11.0,75,2.1,0,96%
338,FL250338,Lori Miller,Female,57.0,Turkey,Turkish,Data Analysis,2.0,40,0.0,False,60%
339,FL250339,Joseph Robinson,M,36.0,South Korea,Korean,Graphic Design,6.0,20,1.0,Y,64%
340,FL250340,Aaron Pruitt,Male,50.0,Germany,German,Blockchain Development,20.0,USD 30,0.0,0,
341,FL250341,Victoria Miller,f,37.0,Canada,English,DevOps,,USD 20,4.9,N,
342,FL250342,Clarence Vega,M,53.0,Italy,Italian,AI,4.0,30,4.7,no,99%
343,FL250343,Deborah Day,Female,22.0,Italy,Italian,Blockchain Development,3.0,USD 40,2.1,0,
344,FL250344,Nicole Rocha,Female,55.0,Netherlands,Dutch,Mobile Apps,33.0,40,1.5,Y,71%
345,FL250345,Elijah Green,MALE,22.0,Australia,English,Cybersecurity,1.0,,2.6,0,72%
346,FL250346,Emily Johnson,f,45.0,Turkey,Turkish,Web Development,23.0,USD 50,0.0,0,66%
347,FL250347,Richard Velasquez Jr.,M,36.0,France,French,Data Analysis,13.0,40,,N,78%
348,FL250348,Kurt Wilson,m,23.0,Australia,English,DevOps,1.0,USD 20,4.0,Y,100
349,FL250349,Jeremiah Rodriguez,M,55.0,Italy,Italian,DevOps,15.0,40,4.5,,
350,FL250350,Lauren Lang,F,50.0,Brazil,Portuguese,Mobile Apps,18.0,75,3.8,0,67
351,FL250351,Matthew Phillips,male,48.0,United States,English,Machine Learning,21.0,50,4.0,0,78%
352,FL250352,Michael Andersen,MALE,23.0,Netherlands,Dutch,DevOps,1.0,$40,4.9,yes,78%
353,FL250353,Amanda Mayo,f,49.0,Canada,English,Web Development,25.0,$30,3.4,0,75%
354,FL250354,Jessica Vance,F,47.0,Italy,Italian,Cybersecurity,12.0,50,2.1,True,67%
355,FL250355,Alexa Gallegos,Female,56.0,Japan,Japanese,Graphic Design,32.0,USD 40,0.0,1,86%
356,FL250356,Charles Pratt,MALE,58.0,Argentina,Spanish,UI/UX Design,,100,4.5,no,77
357,FL250357,Brian Baker,m,32.0,South Korea,Korean,UI/UX Design,10.0,$30,3.8,0,61%
358,FL250358,Christina Norman,Female,52.0,India,Hindi,UI/UX Design,0.0,,4.3,0,90%
359,FL250359,Laura Kelly,FEMALE,22.0,China,Mandarin,Data Analysis,1.0,50,0.0,,98%
360,FL250360,John Webb,Male,20.0,India,Hindi,Cybersecurity,2.0,30,,1,99%
361,FL250361,Christopher Burton,M,56.0,Netherlands,Dutch,Data Analysis,9.0,USD 40,2.6,0,61%
362,FL250362,Bradley Aguilar,Male,41.0,Japan,Japanese,Data Analysis,22.0,USD 50,1.6,1,61%
363,FL250363,Arthur Vasquez,Male,25.0,Argentina,Spanish,Blockchain Development,5.0,$30,2.3,0,91%
364,FL250364,Angela Castro,FEMALE,44.0,Canada,English,Cybersecurity,6.0,75,4.6,Y,72
365,FL250365,Summer Yoder,female,46.0,Australia,English,Web Development,26.0,$100,2.1,,
366,FL250366,Jackie Allen,female,40.0,South Korea,Korean,Blockchain Development,,40,1.5,False,96%
367,FL250367,Brandon Williams,male,,China,Mandarin,AI,9.0,USD 40,1.7,1,72
368,FL250368,Manuel Torres,M,31.0,Japan,Japanese,Data Analysis,11.0,,3.3,0,
369,FL250369,Scott Keller,m,33.0,South Korea,Korean,Machine Learning,,$40,4.3,1,63%
370,FL250370,Deborah Brown,FEMALE,31.0,Brazil,Portuguese,Machine Learning,3.0,$20,,N,
371,FL250371,Jennifer Lara,F,49.0,Italy,Italian,Data Analysis,15.0,USD 75,2.6,N,83%
372,FL250372,Jason Scott,male,35.0,Mexico,Spanish,Graphic Design,12.0,USD 20,4.1,,94%
373,FL250373,Gregory Garrison,M,45.0,India,Hindi,Data Analysis,19.0,$40,2.2,1,78%
374,FL250374,Chelsea Anderson,female,39.0,Netherlands,Dutch,Data Analysis,13.0,30,1.1,1,
375,FL250375,Gerald Johnson,MALE,,Argentina,Spanish,Blockchain Development,,$50,2.1,1,82%
376,FL250376,Kevin Ellis,male,24.0,Germany,German,Cybersecurity,3.0,$30,2.3,False,66%
377,FL250377,Mitchell Keller,Male,50.0,Australia,English,Graphic Design,26.0,,3.6,1,82
378,FL250378,Mary Brown,female,23.0,Germany,German,Machine Learning,4.0,USD 20,4.7,True,84%
379,FL250379,Ronald Walls,MALE,27.0,Canada,English,Cybersecurity,8.0,20,4.8,N,81%
380,FL250380,Anthony Avila,Male,58.0,South Africa,Afrikaans,AI,10.0,75,4.2,N,71
381,FL250381,Douglas Goodwin,m,37.0,Italy,Italian,Machine Learning,5.0,,4.8,1,61%
382,FL250382,James Mills,MALE,39.0,Spain,Spanish,Blockchain Development,18.0,75,4.0,1,66%
383,FL250383,Nicole Marks,FEMALE,46.0,Egypt,Arabic,Data Analysis,10.0,$20,2.5,True,97%
384,FL250384,Phyllis Dawson,Female,,United Kingdom,English,UI/UX Design,0.0,USD 20,4.8,0,74%
385,FL250385,Renee Arnold,f,39.0,Mexico,Spanish,Blockchain Development,21.0,30,4.7,False,61%
386,FL250386,Eric Robinson,M,59.0,Egypt,Arabic,Blockchain Development,25.0,20,4.0,0,90%
387,FL250387,Paul Brown,m,21.0,Netherlands,Dutch,DevOps,0.0,$40,4.1,Y,97%
388,FL250388,Sarah Proctor,FEMALE,23.0,Canada,English,DevOps,5.0,100,3.2,1,
389,FL250389,Matthew Hicks,m,27.0,Egypt,Arabic,Web Development,1.0,20,4.3,N,76%
390,FL250390,Christopher Black,m,27.0,China,Mandarin,Cybersecurity,4.0,40,4.4,0,92%
391,FL250391,Joanne Reyes,F,48.0,South Africa,Afrikaans,Data Analysis,21.0,40,2.3,0,
392,FL250392,Isaac Gray,MALE,21.0,South Africa,Afrikaans,AI,1.0,$20,2.4,1,66%
393,FL250393,Joshua Roberts,m,37.0,Italy,Italian,DevOps,,50,4.6,0,83%
394,FL250394,Elizabeth Estrada,F,31.0,Germany,German,UI/UX Design,10.0,50,0.0,no,
395,FL250395,Lori Malone,f,41.0,Egypt,Arabic,Blockchain Development,21.0,,0.0,Y,
396,FL250396,Anthony Huynh MD,male,31.0,Russia,Russian,Cybersecurity,0.0,$20,4.2,Y,82
397,FL250397,Mindy York,FEMALE,58.0,Argentina,Spanish,Data Analysis,0.0,50,2.3,0,77%
398,FL250398,Ms. Christine Cherry,f,45.0,Netherlands,Dutch,Data Analysis,17.0,$50,4.7,1,73%
399,FL250399,Daniel Foster,m,51.0,South Korea,Korean,Cybersecurity,5.0,,3.0,1,88%
400,FL250400,Mr. David Valencia,MALE,54.0,United States,English,UI/UX Design,3.0,USD 30,2.4,0,81%
401,FL250401,Ethan Adams,M,22.0,Russia,Russian,Data Analysis,1.0,20,1.7,N,78%
402,FL250402,Brett Moore,M,36.0,Turkey,Turkish,Cybersecurity,2.0,75,0.0,False,92%
403,FL250403,Phillip Griffin,MALE,50.0,Germany,German,DevOps,32.0,$30,,0,64%
404,FL250404,Stacie Wall,Female,41.0,Australia,English,Blockchain Development,14.0,30,0.0,Y,78%
405,FL250405,Jacob Austin,M,,South Africa,Afrikaans,Web Development,10.0,20,1.8,yes,85
406,FL250406,Sabrina Davidson,FEMALE,51.0,Netherlands,Dutch,Cybersecurity,27.0,$50,0.0,no,78%
407,FL250407,Dustin Douglas,male,21.0,France,French,AI,2.0,$30,3.8,1,98%
408,FL250408,Steven Norris,MALE,51.0,Japan,Japanese,AI,33.0,USD 40,0.0,Y,63%
409,FL250409,Mindy Sullivan,female,37.0,Indonesia,Indonesian,Graphic Design,11.0,USD 40,3.6,N,73%
410,FL250410,Elizabeth Stone,f,20.0,Spain,Spanish,Graphic Design,2.0,30,0.0,0,94%
411,FL250411,Diane Flores,Female,50.0,Australia,English,Web Development,31.0,$50,4.1,,81%
412,FL250412,Jessica Erickson,FEMALE,58.0,Turkey,Turkish,Graphic Design,17.0,$50,2.6,1,61%
413,FL250413,Sara Moses,FEMALE,40.0,Brazil,Portuguese,UI/UX Design,2.0,$100,0.0,0,
414,FL250414,Allison Henderson,F,26.0,Egypt,Arabic,Web Development,2.0,20,1.3,no,83%
415,FL250415,Susan Dixon,FEMALE,44.0,South Korea,Korean,Cybersecurity,22.0,30,4.1,Y,
416,FL250416,David Morrison,male,42.0,Mexico,Spanish,Machine Learning,8.0,$50,2.4,no,68%
417,FL250417,Jason Carter,M,38.0,Mexico,Spanish,Data Analysis,9.0,$50,0.0,0,74%
418,FL250418,James Jacobs,male,51.0,Egypt,Arabic,Web Development,32.0,100,4.4,False,91
419,FL250419,Kathleen Quinn,female,36.0,France,French,AI,8.0,USD 100,2.2,1,97%
420,FL250420,Natalie Frank MD,FEMALE,37.0,Australia,English,Mobile Apps,10.0,30,0.0,0,96%
421,FL250421,Michael Reed,male,31.0,South Africa,Afrikaans,DevOps,0.0,50,1.1,Y,73%
422,FL250422,Sheila Smith,f,47.0,India,Hindi,Cybersecurity,22.0,,1.4,yes,72%
423,FL250423,Morgan Ford,female,60.0,Mexico,Spanish,UI/UX Design,34.0,$100,0.0,True,74%
424,FL250424,Linda Schultz,FEMALE,48.0,Argentina,Spanish,Mobile Apps,5.0,30,1.5,N,
425,FL250425,Regina Daniel,F,24.0,India,Hindi,AI,3.0,20,0.0,1,
426,FL250426,Allison Perkins,FEMALE,35.0,Netherlands,Dutch,Machine Learning,10.0,75,0.0,,74%
427,FL250427,Bradley Weaver,MALE,35.0,United States,English,DevOps,,100,3.5,Y,71%
428,FL250428,Sarah Hall,Female,29.0,Netherlands,Dutch,UI/UX Design,6.0,,4.8,N,83%
429,FL250429,Diana Walton,Female,36.0,Italy,Italian,Machine Learning,1.0,$75,,,63%
430,FL250430,Donna Davis,FEMALE,44.0,Canada,English,AI,0.0,,4.8,,84%
431,FL250431,Christopher Mcclain,MALE,44.0,South Africa,Afrikaans,Web Development,,,1.4,0,93%
432,FL250432,Dr. Paul Williamson,m,40.0,India,Hindi,AI,13.0,USD 100,1.1,1,
433,FL250433,Barbara Brown,F,53.0,Netherlands,Dutch,Machine Learning,13.0,$50,3.3,Y,93%
434,FL250434,Kimberly Allen,f,35.0,Germany,German,Blockchain Development,0.0,USD 30,4.6,,97%
435,FL250435,Elizabeth Edwards,FEMALE,27.0,Argentina,Spanish,Machine Learning,7.0,USD 75,2.8,1,92%
436,FL250436,Anthony Downs,MALE,34.0,Australia,English,DevOps,6.0,50,5.0,Y,92%
437,FL250437,Jack Ortega,male,24.0,India,Hindi,Cybersecurity,2.0,75,4.7,no,68%
438,FL250438,Marvin Moore,male,57.0,United States,English,UI/UX Design,13.0,100,3.5,no,95%
439,FL250439,Tony French,m,28.0,South Korea,Korean,UI/UX Design,7.0,$100,4.3,False,76%
440,FL250440,Stacy Hudson,F,26.0,Italy,Italian,DevOps,7.0,USD 100,3.3,yes,66%
441,FL250441,Scott Washington,Male,34.0,Argentina,Spanish,Mobile Apps,15.0,75,,0,73%
442,FL250442,Timothy Wright,Male,43.0,Japan,Japanese,AI,,USD 20,2.8,,99%
443,FL250443,Joseph Gonzalez,M,31.0,China,Mandarin,Graphic Design,5.0,,2.7,1,94
444,FL250444,Andrea Perez,FEMALE,34.0,China,Mandarin,Blockchain Development,,$50,0.0,False,84
445,FL250445,Angel Collins,F,32.0,Russia,Russian,Cybersecurity,10.0,$20,,Y,92%
446,FL250446,Daniel Terry,m,24.0,Egypt,Arabic,DevOps,6.0,$75,4.3,yes,
447,FL250447,Steven Whitaker,male,35.0,United Kingdom,English,AI,8.0,USD 50,,no,90
448,FL250448,Denise Neal,FEMALE,22.0,Australia,English,Mobile Apps,4.0,20,,0,73%
449,FL250449,Amanda Jacobs,F,55.0,Egypt,Arabic,AI,3.0,100,,1,73%
450,FL250450,Karen Mercer,female,54.0,Argentina,Spanish,Machine Learning,,30,2.9,True,78%
451,FL250451,Lindsay Hudson,f,36.0,Netherlands,Dutch,Cybersecurity,11.0,$30,0.0,True,63%
452,FL250452,Stephanie Armstrong,female,36.0,Netherlands,Dutch,AI,17.0,50,1.3,,64%
453,FL250453,Dr. Jessica Campbell,f,25.0,Argentina,Spanish,Web Development,1.0,75,0.0,1,
454,FL250454,Curtis Maxwell,Male,46.0,Indonesia,Indonesian,AI,16.0,20,4.8,1,86%
455,FL250455,Adam Kelly PhD,M,41.0,Argentina,Spanish,Machine Learning,11.0,$40,2.4,False,
456,FL250456,Julie Becker,FEMALE,21.0,Russia,Russian,Mobile Apps,3.0,$100,4.7,N,96%
457,FL250457,James Moore,Male,29.0,United States,English,Graphic Design,,$75,2.0,0,
458,FL250458,Danielle Barrera,F,44.0,United States,English,Mobile Apps,3.0,$50,2.2,0,77%
459,FL250459,David Sanchez,Male,40.0,Canada,English,Machine Learning,1.0,100,2.1,1,
460,FL250460,Tiffany Bowman,female,27.0,Egypt,Arabic,Data Analysis,1.0,30,1.7,False,65%
461,FL250461,Jesus Quinn,MALE,53.0,France,French,Mobile Apps,35.0,,5.0,1,62%
462,FL250462,Mr. Danny Morris DDS,male,20.0,Turkey,Turkish,Data Analysis,1.0,50,2.9,no,81%
463,FL250463,Nicole York,female,,Japan,Japanese,DevOps,12.0,$50,4.1,Y,62%
464,FL250464,John Mathis,male,26.0,Mexico,Spanish,Web Development,8.0,40,4.9,N,87%
465,FL250465,Julie Barnett,female,49.0,Brazil,Portuguese,Machine Learning,13.0,$100,2.5,False,
466,FL250466,Jasmine Harris,F,20.0,Egypt,Arabic,Data Analysis,0.0,USD 30,0.0,1,76
467,FL250467,Mary Henry,female,39.0,China,Mandarin,Blockchain Development,11.0,100,2.8,,70
468,FL250468,Judith Riggs,F,41.0,China,Mandarin,Machine Learning,19.0,100,3.8,yes,71%
469,FL250469,Justin Ruiz,Male,59.0,Canada,English,Mobile Apps,30.0,USD 30,4.3,1,83%
470,FL250470,Jennifer Sullivan,Female,45.0,Australia,English,Blockchain Development,8.0,40,0.0,0,78
471,FL250471,Jesse Moran,MALE,22.0,Indonesia,Indonesian,Cybersecurity,0.0,40,1.3,1,78%
472,FL250472,Monica Smith,f,48.0,India,Hindi,Mobile Apps,7.0,50,4.7,Y,60%
473,FL250473,Ian May,MALE,36.0,France,French,Blockchain Development,11.0,$40,1.3,True,
474,FL250474,Kayla Meyers,FEMALE,57.0,China,Mandarin,Blockchain Development,,75,4.8,1,
475,FL250475,John Bray,MALE,42.0,United States,English,UI/UX Design,14.0,$30,1.3,0,94%
476,FL250476,James Smith,m,31.0,Indonesia,Indonesian,Cybersecurity,11.0,$50,4.3,0,62
477,FL250477,Mark Duncan,M,52.0,Spain,Spanish,Cybersecurity,31.0,30,,1,
478,FL250478,Matthew Gay,M,56.0,Netherlands,Dutch,DevOps,16.0,USD 30,0.0,yes,
479,FL250479,Cheryl Freeman,Female,24.0,Netherlands,Dutch,DevOps,6.0,30,0.0,yes,84%
480,FL250480,Patrick Welch,male,48.0,Canada,English,DevOps,21.0,75,2.7,1,
481,FL250481,Craig Levine,Male,59.0,France,French,Cybersecurity,13.0,40,2.4,no,65
482,FL250482,Richard Harvey,MALE,,United Kingdom,English,Web Development,,40,1.9,1,94%
483,FL250483,Bonnie Sherman,female,,Netherlands,Dutch,Mobile Apps,11.0,$20,3.6,no,69%
484,FL250484,Keith Trujillo,m,25.0,Netherlands,Dutch,Mobile Apps,0.0,50,2.9,yes,65%
485,FL250485,Corey Combs,male,31.0,Egypt,Arabic,Mobile Apps,2.0,$75,2.8,False,60%
486,FL250486,Antonio King,MALE,40.0,Turkey,Turkish,DevOps,12.0,75,2.6,False,
487,FL250487,Amy Lee,f,48.0,Russia,Russian,Blockchain Development,13.0,$100,2.7,,62%
488,FL250488,Jennifer Rogers,f,24.0,South Africa,Afrikaans,Mobile Apps,6.0,30,1.1,yes,
489,FL250489,Jeffrey Cooper,MALE,33.0,Indonesia,Indonesian,Web Development,10.0,USD 30,0.0,yes,89%
490,FL250490,Allison Williams,Female,43.0,Brazil,Portuguese,UI/UX Design,2.0,$40,0.0,yes,89%
491,FL250491,Raymond Sherman,M,43.0,Spain,Spanish,Blockchain Development,4.0,50,0.0,True,100%
492,FL250492,Jennifer Nelson,FEMALE,33.0,Australia,English,Web Development,11.0,,4.6,yes,
493,FL250493,Jennifer Carter,FEMALE,49.0,Russia,Russian,UI/UX Design,14.0,40,1.5,,60%
494,FL250494,Todd Williams,m,55.0,Canada,English,UI/UX Design,10.0,40,2.0,no,85%
495,FL250495,Emily Horton,F,33.0,South Korea,Korean,Graphic Design,3.0,$40,1.6,,83%
496,FL250496,Lance Lester,Male,32.0,Argentina,Spanish,AI,3.0,$30,1.5,N,96%
497,FL250497,Kevin Flores,m,58.0,Netherlands,Dutch,Blockchain Development,33.0,,4.1,Y,83%
498,FL250498,Aaron Stewart PhD,male,49.0,Indonesia,Indonesian,Data Analysis,24.0,100,4.7,0,60%
499,FL250499,Robin Moore,Female,22.0,Russia,Russian,UI/UX Design,3.0,USD 100,3.6,1,78%
500,FL250500,Suzanne Ingram,f,40.0,Egypt,Arabic,Web Development,11.0,$20,1.8,1,90%
501,FL250501,Jacob Mclaughlin,m,55.0,Australia,English,Data Analysis,7.0,USD 100,2.1,0,66%
502,FL250502,Michael Nunez,M,32.0,Mexico,Spanish,DevOps,1.0,$50,,yes,70%
503,FL250503,Isabel Brown,FEMALE,21.0,Japan,Japanese,UI/UX Design,0.0,USD 30,4.2,yes,79%
504,FL250504,Michael Stein,M,23.0,South Korea,Korean,Blockchain Development,1.0,40,0.0,0,64%
505,FL250505,Robert Stone,Male,21.0,United Kingdom,English,Mobile Apps,1.0,USD 30,1.0,N,81%
506,FL250506,Dillon Henry,Male,31.0,Argentina,Spanish,AI,7.0,75,4.4,0,83%
507,FL250507,James Todd,M,21.0,Mexico,Spanish,Blockchain Development,,40,4.0,0,91%
508,FL250508,Clifford Moore MD,male,33.0,United Kingdom,English,Cybersecurity,6.0,USD 50,3.1,N,
509,FL250509,John Rios,m,57.0,Brazil,Portuguese,Web Development,5.0,75,1.1,True,77%
510,FL250510,Anthony Gaines,m,52.0,United States,English,DevOps,17.0,USD 75,0.0,0,94%
511,FL250511,Kristi Brown DVM,Female,21.0,Germany,German,Web Development,0.0,$20,3.8,1,61%
512,FL250512,Ashley Odonnell,FEMALE,36.0,Argentina,Spanish,UI/UX Design,8.0,100,1.7,N,68%
513,FL250513,Ronald Elliott,male,33.0,Spain,Spanish,Machine Learning,13.0,50,2.2,N,70%
514,FL250514,Lorraine Lowery,F,54.0,United Kingdom,English,Data Analysis,15.0,40,4.1,True,71
515,FL250515,Victoria Chapman,female,33.0,United States,English,Blockchain Development,2.0,USD 100,3.8,False,
516,FL250516,Heather Davis,female,36.0,Japan,Japanese,Machine Learning,9.0,$30,0.0,yes,78%
517,FL250517,Diana Chase,FEMALE,36.0,Turkey,Turkish,AI,3.0,USD 50,0.0,no,75
518,FL250518,Danielle Adkins,F,43.0,China,Mandarin,AI,15.0,$20,4.2,True,91%
519,FL250519,Kenneth Arias,Male,52.0,United Kingdom,English,Data Analysis,21.0,USD 75,2.2,1,66%
520,FL250520,Victoria Owen,F,28.0,Indonesia,Indonesian,Cybersecurity,2.0,USD 75,1.5,1,68%
521,FL250521,Christina King,Female,47.0,China,Mandarin,Cybersecurity,21.0,$100,0.0,N,
522,FL250522,Samantha King,female,30.0,France,French,DevOps,0.0,USD 100,4.1,0,62%
523,FL250523,Scott Compton,m,36.0,Egypt,Arabic,Blockchain Development,4.0,40,2.6,no,90%
524,FL250524,Monica West,FEMALE,45.0,United States,English,UI/UX Design,23.0,100,2.4,False,96%
525,FL250525,Theresa Stewart,F,51.0,United States,English,Blockchain Development,25.0,50,1.4,Y,60%
526,FL250526,Steven Kim,m,46.0,Turkey,Turkish,Mobile Apps,10.0,,4.6,Y,62%
527,FL250527,Kristi Knight,FEMALE,38.0,Italy,Italian,Data Analysis,18.0,USD 40,4.9,False,74%
528,FL250528,Jason Bryant,Male,26.0,Spain,Spanish,Blockchain Development,1.0,$20,0.0,1,
529,FL250529,Maureen Keith,Female,40.0,United Kingdom,English,DevOps,12.0,30,3.5,,98%
530,FL250530,Shawn Hogan,Male,37.0,Germany,German,Machine Learning,,,1.7,yes,63%
531,FL250531,William Davis,M,28.0,Canada,English,Blockchain Development,5.0,$50,0.0,yes,96
